"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"812",1.46665790064635,1.21485981657088,1.27917138600989,1.19332556614815,1.77694695408285,1.30984896152794,1.49975245159015,1.82383994550749,1.45179504497065,1.88474582550703,1.12781080958061,1.27221906686782,1.08158796457702,1.53117891560319,1.55720647433372
"813",1.46909725757779,1.20882572906971,1.27699393153334,1.19093617156799,1.77141005073366,1.29294957427215,1.49463493772257,1.83055397669782,1.45341863657061,1.87851537046897,1.13162971531937,1.26261340608348,1.07875932960779,1.53036635495165,1.53406914769316
"814",1.47547578376001,1.2022151708577,1.27549086522318,1.18241333810085,1.7659328275397,1.25930165110362,1.48247966386596,1.84337823299273,1.45316105530914,1.86966259506264,1.13248019201106,1.24636357912528,1.07473903712245,1.52803203246038,1.50844137526066
"815",1.47871680464239,1.19594184149593,1.27502405650507,1.1737937243568,1.76155494741213,1.22144764656276,1.46210480467885,1.85785898304383,1.45280376382769,1.86479104650588,1.14102038485917,1.23108539169772,1.07440489076606,1.52657263301799,1.48400457653317
"816",1.47844627612985,1.18711842842619,1.27611163713491,1.17054601969921,1.76098859836418,1.19689611048794,1.4487040233516,1.86590091403346,1.45140678479184,1.85877277160285,1.15613618440591,1.22700665799262,1.07354497251432,1.52880804893012,1.46190658404528
"817",1.47679236196316,1.18032531328518,1.28077205841991,1.17037476420145,1.76154586830536,1.18164828579541,1.43924197952427,1.87426453880936,1.44838566859642,1.84361635045386,1.1749745773397,1.2291125477238,1.07227183792301,1.53083109367973,1.44298289449984
"818",1.47304898477213,1.17483405164431,1.28381907224836,1.17206779507686,1.76431062764745,1.17253698028194,1.43513927758222,1.87532544483851,1.4448389303617,1.83118223700875,1.19546795963583,1.23388902721102,1.07116614501996,1.5309549215524,1.42989221232656
"819",1.46779487136114,1.16919942701497,1.29023699800936,1.17842112832957,1.76421824386131,1.16769099996725,1.43760275576989,1.87069117848418,1.44245943123723,1.81885763102712,1.21370042474785,1.24031711457355,1.07454677740386,1.53021707794913,1.4225844814931
"820",1.46309822055009,1.16964171716941,1.2979558407134,1.18467272286088,1.76432009811349,1.1685854020128,1.44548415130921,1.86260189875005,1.44145245085713,1.81326215636529,1.23047422432008,1.25121023762515,1.08435254412,1.52845544792293,1.42364879566859
"821",1.46410266354677,1.17359922212596,1.30517573421771,1.19638373968273,1.76519845969768,1.17779276601779,1.460704739544,1.85712711776145,1.43986639472293,1.81221165374311,1.24379158363744,1.25920351459377,1.09893497555621,1.52578624922124,1.43211957401019
"822",1.47283557254576,1.17664225424058,1.31049418798426,1.20934404027747,1.76582728470631,1.18697998944702,1.47578656872854,1.85625256375355,1.44010696734635,1.81712575651129,1.25688291540881,1.25441893074401,1.12068912154035,1.52113437854459,1.44703016923744
"823",1.47955971906645,1.17628325268197,1.31619706007243,1.21615443210649,1.76784098565478,1.19023857951627,1.48967490341439,1.8577385071126,1.44304901993132,1.81985060248378,1.26356258573921,1.25074214233534,1.14331773590164,1.51119842886853,1.46252156851422
"824",1.47115720003771,1.18044828349998,1.31571301477944,1.21576856761168,1.76738654146142,1.18942028875228,1.50353860215021,1.85822856075793,1.44293168688586,1.81682709432299,1.26341248083453,1.25778224335734,1.1607286700816,1.50918073766769,1.45853554727041
"825",1.43837169119389,1.19121238521437,1.31486681855198,1.21732549893432,1.75810345164408,1.1849954206517,1.51487597097073,1.85745618886125,1.44226688982221,1.80920319825323,1.25540698679147,1.27721970682796,1.16498041845745,1.51348500720655,1.43816319131784
"826",1.40016729663239,1.20058757301736,1.31105916233721,1.2179821619721,1.73937140565817,1.17754943013088,1.52493625764872,1.85312073331028,1.42794091448716,1.79916407801752,1.25147311525473,1.30314217363226,1.16086021038726,1.52519703541862,1.41049479707208
"827",1.36906471578384,1.21066426781687,1.30802010416142,1.21984670124858,1.72958664094522,1.17260675649884,1.54078825399477,1.85081891504104,1.41015441204368,1.78055455325055,1.25003138876427,1.33535551140182,1.15917387495234,1.53615368564693,1.38477156046127
"828",1.34194106119325,1.21866685798903,1.30908516452282,1.22496335855083,1.71853739260311,1.16583589296937,1.56530815743215,1.8506441155667,1.39457528047204,1.76363902036119,1.24701743813487,1.35707200217005,1.17379769595256,1.54168533179157,1.36213326336668
"829",1.31583378685664,1.22711954408713,1.31015477048013,1.23153610756133,1.70405755694881,1.16019197997744,1.58935969014842,1.85030929750932,1.38066074676959,1.74941350145363,1.24647691990315,1.37914823698108,1.18981652021521,1.53912002829007,1.34768144833062
"830",1.30642612986573,1.23213074775376,1.3109621540717,1.24055024985243,1.69577108492231,1.15594006796972,1.61667206939449,1.84993659154957,1.37066203789849,1.74181195272505,1.24470091894774,1.39155213015407,1.20803538259605,1.53776190012833,1.34154817359257
"831",1.30621255912389,1.23370554024162,1.30888330520158,1.24923599856402,1.69220299066801,1.15344901506277,1.63937363016268,1.85101254440329,1.36606110223924,1.73762913590118,1.24467560974588,1.39792653704219,1.2272281996101,1.53514465209054,1.34056989971183
"832",1.31200767709046,1.23394996928837,1.30373039008925,1.25562306559093,1.69769150889546,1.15527508986831,1.65782987203239,1.85534359156204,1.36824177599241,1.7375993334159,1.24462652889823,1.39699897352454,1.24747849353554,1.5350165439271,1.34393283652297
"833",1.3239450417943,1.23356362238888,1.29400097263964,1.25724892760811,1.70942305322511,1.15943301283981,1.67044523797932,1.86281111348092,1.37596998045743,1.74213886243405,1.24457781230789,1.39291496854747,1.26214000402559,1.53896517035163,1.35135780468186
"834",1.33470098525399,1.23301035053976,1.27887138424147,1.25679478179983,1.72235421601259,1.16333860897114,1.68060850438458,1.87340700983054,1.38480801841343,1.75099640433015,1.2402475213759,1.3866549531129,1.2691516496363,1.54528851521879,1.35715436945538
"835",1.33739664729783,1.230197403196,1.26690349327267,1.25678391515583,1.73579758784471,1.16094635982948,1.68364996563448,1.88592619817574,1.3861397911963,1.76062964627355,1.23411399124246,1.38322677980127,1.26241216160335,1.55292979821658,1.35923988314891
"836",1.33727448855255,1.22973649406107,1.27158647519075,1.25728849118561,1.73961615751004,1.16214439469371,1.68506468516648,1.89058625742197,1.38605195418068,1.76428517126107,1.23507556348887,1.38695477166955,1.2719163686884,1.55154494629721,1.35924980051744
"837",1.3378585234768,1.23306428212282,1.28294441170088,1.25963691172971,1.73353417351979,1.16529701050739,1.69519763052973,1.87794249173102,1.38587399043356,1.75760435757696,1.24373462472755,1.39657637242996,1.29081617880536,1.54992503179735,1.35983978587444
"838",1.33388519611673,1.24225782325134,1.29994620634079,1.26999254082012,1.71992364621827,1.17627174853156,1.70135687199143,1.86004183334586,1.38383994934368,1.73387562807743,1.25755272389986,1.41053023175125,1.31376057056605,1.54770425629969,1.36120248035106
"839",1.32539635468892,1.25028614387849,1.31593401969367,1.2801154827561,1.70991069285664,1.18704874549088,1.70867057153338,1.84379671258908,1.37951616138153,1.71727550592181,1.27655721482639,1.43119273258649,1.34234648228181,1.54505190502727,1.36132841042861
"840",1.31492152769181,1.25730605803225,1.32764539795329,1.28946802926853,1.70379131824888,1.19981990547324,1.71480377327707,1.83292623837185,1.37404702190321,1.70570222271738,1.28671381324132,1.44409152332403,1.36002585720846,1.54576981525417,1.35762259018649
"841",1.30611929530427,1.26224503059018,1.33169737670158,1.29545805869106,1.6995104559032,1.21265588533056,1.71861527223389,1.82564859875943,1.37300481714718,1.69964606616958,1.29277838096458,1.45301759990553,1.37752813603776,1.54474830517893,1.3554957024274
"842",1.30222553150504,1.2617810236214,1.327153826742,1.29633777134564,1.70336881038382,1.21904012848136,1.72171676140799,1.82586917373405,1.37470814734816,1.70037670387083,1.29554524844397,1.45506073042947,1.38825536825305,1.54459677274482,1.35531367502463
"843",1.30145133982612,1.25898357392737,1.31722090459122,1.29615052237399,1.71354266648957,1.22030379389395,1.72138402179706,1.83091424753778,1.37471710995634,1.707770818164,1.29470435244344,1.45663317750135,1.39172479391252,1.54506377182401,1.35744446986553
"844",1.3040386602322,1.25279252015197,1.30527507394006,1.29616126151755,1.72844316216599,1.21917068299383,1.71484068370708,1.83933565552459,1.37453052758445,1.72040898799709,1.28882897800323,1.45668628955642,1.38746941464967,1.54862793564468,1.36124393819594
"845",1.30945935006608,1.247184159243,1.29876646210803,1.29672237538788,1.74548664778755,1.21524438785178,1.70499382778715,1.84941652676335,1.37423430802356,1.73301069725279,1.27933590749573,1.45463446053097,1.37914205729982,1.55549066560327,1.36566838783705
"846",1.31434495416669,1.24065156406045,1.29997918090654,1.29340513810443,1.76311027430946,1.20705722666718,1.69267421570562,1.8573744655899,1.37605758525824,1.7447289534981,1.27117710493733,1.44900456992938,1.36890401390707,1.5598462486396,1.36900694914493
"847",1.31737098575408,1.23312254526629,1.31085408679087,1.29121917663082,1.77416979278433,1.19756862800114,1.68297407239324,1.86213443774687,1.37672948825544,1.75946610790088,1.26308910261788,1.44446061983559,1.36587461410178,1.56089336787766,1.37114367279017
"848",1.31625302344635,1.22268542190532,1.30496164842853,1.29225599580937,1.77789620696265,1.19424557320601,1.68226209557024,1.86221045311743,1.3758064267082,1.76646403544694,1.26300943975851,1.44402563534172,1.3660976774499,1.56972793453099,1.37080459364424
"849",1.31608763026585,1.21919417039557,1.28860280574897,1.29770411713584,1.77531065904993,1.19778616963893,1.6941234212265,1.85911450605514,1.37780535681752,1.76664454645261,1.26336760820696,1.44424572721773,1.367753272601,1.57491839118951,1.3668562846925
"850",1.31776944370118,1.21858581832821,1.26995887401523,1.30059151286889,1.77505727821043,1.20472047763172,1.71227371647087,1.86115988658296,1.37938595148253,1.75871563030819,1.26364799152104,1.44625031470766,1.36564425024863,1.57765591974677,1.35747758037771
"851",1.31838866618387,1.21481859489697,1.26154444689474,1.31236228709079,1.77226540518889,1.2095257389391,1.72469356672765,1.86074578523612,1.3804139610681,1.75121810864428,1.2657645761323,1.44911501147427,1.35306940479827,1.5825403377163,1.34957447762004
"852",1.31835358995111,1.21175504587135,1.2524112995366,1.31801606099873,1.76990849028641,1.2071483412164,1.73333317752982,1.85685839973182,1.38184419568167,1.74946769177912,1.26586231137047,1.44977050604193,1.34222700899837,1.59387658596191,1.34660790035598
"853",1.31880276932909,1.20335319338266,1.24687846682716,1.32095788450882,1.76928862664136,1.20098507962048,1.73764199318356,1.85308313224809,1.38246905656895,1.75170802099707,1.26562926476901,1.4477683578484,1.33451963736588,1.61255736376777,1.34122184386452
"854",1.31986482009655,1.19646257715061,1.25320711724099,1.32125099161698,1.7706012731377,1.19288955936592,1.73613341749553,1.8511161656078,1.38250516411762,1.75222785324249,1.26596024722009,1.44627819498231,1.32904830220529,1.62640040933239,1.34016987975527
"855",1.31859073275055,1.19477740397926,1.26340239882269,1.32082729907622,1.77135135891801,1.1822331073053,1.72835631283652,1.85060043179912,1.38346673190438,1.75331961790189,1.26556769837673,1.44676513118745,1.32975538927516,1.64185301718444,1.34111034297782
"856",1.32425563355121,1.19886104713407,1.2785345645436,1.31819109170781,1.76894032497787,1.17039343846433,1.71988787759204,1.85244614222348,1.38915821335066,1.75919913140366,1.26628898399853,1.45100963820869,1.33290577374204,1.6523554868166,1.34236993717159
"857",1.33275869644221,1.20834700015683,1.29398492558376,1.31296130908447,1.76558884821316,1.16058142301952,1.71493316920641,1.85445203597746,1.39530524334411,1.76636053842982,1.2693556691301,1.4563727229044,1.33968123660301,1.66167879445024,1.34207713590804
"858",1.35215441995868,1.22712914379857,1.3090237679238,1.31072078508048,1.75574080902913,1.15498173906586,1.71685087363482,1.85951768603512,1.40504287911053,1.76932147502766,1.27412771259546,1.46383971849506,1.35257048020896,1.66952312635887,1.33937385945441
"859",1.36897594751761,1.24933892388667,1.31325972233132,1.30849309519877,1.7417772895057,1.15967260640349,1.72123364820213,1.86663822704611,1.41614591674641,1.76974266642883,1.27965695324248,1.47095733041088,1.36616963140325,1.67446628691898,1.33179094443745
"860",1.37332308718313,1.25015651354223,1.31338111828197,1.30885964379533,1.73275427704789,1.16363236450864,1.71831982882635,1.8681082740141,1.41860892604564,1.77073851350281,1.28911958391117,1.47672229348509,1.37889083845007,1.66432073033119,1.32695334128857
"861",1.3562018435501,1.23585542880688,1.31464097864975,1.30713834995598,1.73117716839287,1.16081180233784,1.71106468069982,1.86550195379364,1.41196939538101,1.77579758831143,1.29089344234201,1.47574203286693,1.38292427613558,1.65212645065917,1.33014478540323
"862",1.32394251068282,1.21228674431547,1.32134277856902,1.31599733187745,1.72939024359797,1.1580022860064,1.69643015446708,1.85830270470119,1.39110961058251,1.783796099483,1.28814686292401,1.47211593609247,1.38245047371406,1.63181320038228,1.34051986309553
"863",1.29079487853702,1.19220519498672,1.32184408899817,1.32741893467702,1.72369574093592,1.15709455156064,1.68558312262181,1.84853551625263,1.37111140736211,1.78618124066666,1.28811983233168,1.471661888239,1.38645273588886,1.60277174288122,1.347692325147
"864",1.27570905836842,1.17730570051342,1.32337932466843,1.33335343407969,1.70998938961455,1.15708255311001,1.67485123860702,1.84180231238431,1.35819091895289,1.78930873081681,1.29330544545619,1.47213235016199,1.39461597682008,1.57878346899529,1.34709341286679
"865",1.26639808322519,1.1619742251766,1.32468005359197,1.33925010039937,1.69829798529665,1.15688400100894,1.66442717939881,1.83614007567944,1.36054843475305,1.79269258112865,1.29992579804987,1.47366805720553,1.40589495472509,1.56228490926418,1.33957807078935
"866",1.26301274077398,1.15612869601399,1.32464875629375,1.34070535807583,1.68328246374725,1.15685383513148,1.65595174316967,1.83361119553494,1.36923349938159,1.79347043509018,1.31114690259874,1.47585446041859,1.42003604523382,1.55031666403889,1.33161989366364
"867",1.27223260880079,1.15539588963324,1.32304616223616,1.34070405908537,1.6639795780172,1.15658532910013,1.65130087155996,1.83400483929253,1.38370150723013,1.79341500429056,1.32010095854076,1.47791626919502,1.43748774423605,1.54229687573113,1.32165171008358
"868",1.28523769953162,1.15897030612523,1.32068871939827,1.33978604696217,1.65053683507332,1.15663781913455,1.65189736782556,1.83599463793779,1.40026137413851,1.79279041907449,1.3286648479515,1.47850291992366,1.4598228094019,1.54220182054062,1.31074154725802
"869",1.30352607603766,1.1640200553892,1.31872265307407,1.33914522320411,1.63830429114645,1.15839848066582,1.65705474967215,1.83994413819253,1.41251603659747,1.79071734870433,1.33690366800954,1.47668559848345,1.48331629791874,1.54567387869022,1.30391690203426
"870",1.32289019383129,1.16449656766306,1.31702579611593,1.34272277848039,1.62938786934682,1.16033286574763,1.66830643025454,1.84278559001625,1.41723521890768,1.78589932765547,1.34145966561214,1.47325289753211,1.5027444868507,1.54701673309356,1.2962447161756
"871",1.33184250752875,1.16437092153008,1.31303935114436,1.34816783994181,1.63194521998071,1.16005895143876,1.67614580735403,1.84316454915453,1.41705285742988,1.7833812009089,1.33994952519073,1.46810251133831,1.5260997934767,1.54659398692282,1.29816950686042
"872",1.33202560979819,1.16447229833416,1.31645384177158,1.34809059631316,1.62233515361291,1.15917679522549,1.68046825924125,1.84361785657406,1.41778076762944,1.78286051455612,1.32657776151813,1.46642287416487,1.55031245797413,1.55040815722152,1.29851800428886
"873",1.32979785270294,1.16386823267544,1.32348396445757,1.34019300842843,1.6049986511567,1.1606235017333,1.67377715990294,1.84453457822458,1.42154265858275,1.79020823602707,1.2997192606291,1.47057623932603,1.56778015468405,1.56850192988891,1.29125376018933
"874",1.32306773424213,1.16300846063936,1.33792037810356,1.33130916490246,1.57923321253472,1.16042660097873,1.66358168861998,1.84848296524994,1.42685807138208,1.8077429414238,1.27577710130011,1.4785427187136,1.58539856913036,1.59455844809386,1.27638339213867
"875",1.31269794262437,1.16510004467883,1.35535301467102,1.32634608105996,1.55346037262006,1.1659585045745,1.65063172006634,1.84821158000498,1.43173356603987,1.8250146578924,1.25884220805774,1.48355157574541,1.61115494310127,1.6265502073179,1.26843883639637
"876",1.30728915201101,1.16557862548652,1.36619744567055,1.31810951677471,1.52977403939146,1.1706138559262,1.63671212761536,1.84831883794869,1.43342791074859,1.83755517908784,1.24957877712959,1.48728477151508,1.63614502376607,1.64602786555535,1.26067946159012
"877",1.30524440626295,1.1660682518081,1.37690803812538,1.31050220471033,1.50725726225037,1.17350466658761,1.62431144345112,1.84818295151697,1.43592953836898,1.84553598416375,1.24311712463357,1.48842059685674,1.65896230825165,1.66014524162274,1.25265298145283
"878",1.30200341823859,1.16617474984928,1.38288772807577,1.30518549416037,1.49231009228092,1.17560891744746,1.61648661274195,1.84839137130857,1.43613035622251,1.84837562180196,1.23492714475678,1.48893185204976,1.6853108398953,1.6677455173956,1.24338138108879
"879",1.30252035152941,1.16532853385939,1.38383682703946,1.30365217234914,1.48683494106783,1.17896192438603,1.61247152452003,1.84859065206786,1.43218381790896,1.84236392748534,1.23062747180317,1.48700710825186,1.70719375876703,1.66864565710856,1.23960481612292
"880",1.30241320821521,1.16586783774845,1.38154293964598,1.30698044827883,1.48632496442906,1.17916194120948,1.61260185798698,1.84803627377353,1.42805825116317,1.83028186149944,1.22924989935546,1.48541877736629,1.72460292674938,1.66470201362434,1.24549214850893
"881",1.30056934280005,1.16509681859915,1.37833193996711,1.31489999128314,1.49420624944477,1.17820466933788,1.61672436875126,1.85001400868014,1.42255828513564,1.81327201937204,1.22963423379347,1.48701499141547,1.73549716918174,1.65845409442125,1.25751143616963
"882",1.29758675939124,1.16892136192857,1.37513188449718,1.32666511687889,1.50730433115441,1.17850315828525,1.62376450289521,1.8530438896623,1.41592499017363,1.79897017400612,1.23161515024687,1.49096848671263,1.73836603610224,1.65175868119364,1.27008756855375
"883",1.29270895473082,1.16890425719612,1.37350409183404,1.33695252292278,1.51757099499643,1.1790194350709,1.6256390831364,1.85006312292242,1.40343826685915,1.78694472697045,1.23491875161213,1.50031842182222,1.74307137671434,1.6418041602035,1.28767714565281
"884",1.29610483114615,1.16828525406109,1.37437528469812,1.3460894490073,1.51974139513328,1.18110132286993,1.62752481944377,1.84160820213232,1.38983724189545,1.76938859060064,1.23434541853521,1.49869480301351,1.77043425177532,1.63236580200396,1.30008545086241
"885",1.30156745449321,1.16777733177747,1.37436261330261,1.34685296915271,1.50738212151443,1.17704616180214,1.62558470231257,1.8320022411968,1.3879457156572,1.76322914231983,1.23374281153999,1.48317139541924,1.80563687353694,1.62578920534205,1.29887450032719
"886",1.31273303362024,1.16675572712603,1.37182162101623,1.34811486845769,1.48335832347216,1.1691700174874,1.6193310445692,1.822869689944,1.38763998326646,1.76152200208485,1.23033850973997,1.46151361395502,1.83418888171671,1.62171691777679,1.28748346838481
"887",1.32925372251613,1.16693067805058,1.37232661081822,1.3502745613259,1.45928765032519,1.16472200527955,1.61782536194353,1.80782621931235,1.38017909754036,1.75065463615625,1.22956360383658,1.44090702016251,1.86848110459935,1.60965784276444,1.27936521857462
"888",1.3413737982432,1.1712702669865,1.376348948055,1.3604282933947,1.442083509109,1.16440886115171,1.61894647607809,1.7933549865018,1.37041787132981,1.73463656124335,1.22273028335064,1.41954228779865,1.89796068203518,1.5914939525173,1.28639663584843
"889",1.35274487211859,1.17766338732059,1.38052225545101,1.37351721826652,1.42885174377411,1.16569119719965,1.62153107908238,1.77579618377328,1.35648585883067,1.71303996848029,1.21781272990375,1.40234995329104,1.92398078211983,1.57062993410724,1.30090957224905
"890",1.35853091972458,1.18655056057026,1.38719553034389,1.38946899143961,1.42129399756084,1.17106304443207,1.62347671404482,1.76401425622315,1.33870389612885,1.69380128822997,1.21560991401839,1.38764713927664,1.93771209446372,1.54696562112007,1.31413904619655
"891",1.3577668755719,1.19662659838108,1.39448596048378,1.40358310500614,1.42160352305099,1.17797838837743,1.62720610431706,1.76133211069943,1.32089812741605,1.68024001802779,1.21475338801407,1.38496977344547,1.94732362769998,1.52619600752492,1.32968598393516
"892",1.35344840403427,1.20790278647952,1.40398663800973,1.41602643989484,1.42539777604101,1.18476051733038,1.63226847172446,1.76945252557991,1.30308680950875,1.67906202142178,1.2164837587165,1.38957685887919,1.950201550571,1.51643801613227,1.34387801368822
"893",1.34533781864968,1.22386840901947,1.41727351005078,1.42519105402563,1.43313102815057,1.19167193292598,1.63837979919227,1.77734691402998,1.29068807225748,1.68563384257677,1.21969915221003,1.39998743621561,1.94622760845941,1.5116128548859,1.35478041835698
"894",1.33581487406837,1.24165658902538,1.43402575213207,1.4274298851156,1.43627758240965,1.20061529278536,1.64871547780155,1.79488498211005,1.29466547181272,1.69733329254514,1.22463561993096,1.41667156255057,1.93741521221169,1.51609181788681,1.35442194481702
"895",1.3313168981985,1.26074814897149,1.44801952517518,1.41757374639671,1.43657917632186,1.21132961401994,1.65959716699145,1.81715203183405,1.30111202489334,1.71166345275773,1.23022358225575,1.43506915334982,1.92673923764321,1.53214891518746,1.34786551236587
"896",1.33162350175531,1.26381088981,1.45321415130567,1.40735631865571,1.43625325725463,1.22813171494922,1.66390972623953,1.80873205687701,1.30388929791993,1.68325752891933,1.23157846297409,1.44177345849818,1.92220978790514,1.53873774624614,1.35433874962003
"897",1.33508391322121,1.25223624169077,1.45326294061662,1.41034663255273,1.4347398672683,1.24378972148942,1.6645405440282,1.77265890814699,1.29503170904779,1.64622242752806,1.22428090529281,1.43036001577917,1.9237501044293,1.53057979265437,1.37227597531782
"898",1.34464277951342,1.22693843154208,1.45377426945182,1.41793580681658,1.43155048371224,1.25938773544728,1.66621968330295,1.71874567639208,1.28269810982963,1.59822857343873,1.21492032909779,1.41037231766829,1.93489208834208,1.51437515232162,1.39445526785862
"899",1.35407851436968,1.20571078795882,1.45399018817936,1.41438016476231,1.42694900474267,1.28431710414831,1.66751641658336,1.67019773441756,1.27453144716263,1.55039623505649,1.20413906970689,1.39456867959988,1.94519913687384,1.50130254927873,1.41983457815378
"900",1.36296052402782,1.19405678447204,1.45589742465837,1.40237647609973,1.42472758962531,1.3105528487492,1.66863919148097,1.637212852605,1.27274497179027,1.52055013996091,1.18792787747412,1.39332338356528,1.94287057822378,1.49310694624825,1.44000254581875
"901",1.36556499897409,1.18599862098324,1.45706016541336,1.38701062023253,1.42386790579506,1.32504476287178,1.67746335407125,1.61988206665758,1.27796252863065,1.49791826144676,1.17218374715268,1.39814299676691,1.93581538763965,1.48680301681412,1.44722723883682
"902",1.36636594412517,1.18005891474344,1.45604505242573,1.37092674845411,1.42364250494815,1.3410712905644,1.68339599367638,1.61697633835146,1.28993804610813,1.48415656237795,1.16438596934221,1.40778011338027,1.92374019382327,1.48336078246427,1.44799221225959
"903",1.36461580070152,1.1809196391034,1.45745926763554,1.35500144942993,1.42372910324712,1.3527351096799,1.69696673192236,1.62290165760675,1.30969008810067,1.48058297295061,1.16237475252861,1.42320635808565,1.91312671609022,1.48028299046025,1.44216027900628
"904",1.36219982080075,1.1884872252075,1.46292217270115,1.34384935387336,1.42433039298561,1.36166896182698,1.7066358307427,1.63668712854382,1.33395044007682,1.48199886072482,1.16361011896772,1.4446487635599,1.90343709585378,1.48485246808824,1.43283890666473
"905",1.36174877122023,1.19669130415025,1.46679135802486,1.33148303551544,1.42374761096132,1.36989030602452,1.7168054561829,1.65655184900368,1.35861429750626,1.49590901766037,1.17005352576833,1.47206475280638,1.90020192143223,1.49370388922484,1.42495579270973
"906",1.36369096075696,1.20083055957213,1.4674903468604,1.32401691894802,1.42192878448548,1.376600355643,1.72757132720087,1.67367300008195,1.383198497471,1.50605900522832,1.17524966041916,1.49841471328649,1.90722169676287,1.49980840038039,1.41898822986377
"907",1.36601974322511,1.20077268300971,1.45936858064552,1.32560413634867,1.41569529250978,1.37575191407251,1.72677761773061,1.67883244277252,1.41256246327105,1.50555688399298,1.1787875466411,1.52107847715352,1.91725572612736,1.49847260106667,1.41869179708454
"908",1.36611487493613,1.20177760366875,1.45629458687562,1.31452425904293,1.40698149302664,1.38484374229366,1.72056123538749,1.67631737582732,1.4347094111389,1.49632515565039,1.17956045239296,1.52864555640208,1.91119834446843,1.49341293319881,1.41869806815356
"909",1.36546049292502,1.20181710830342,1.45632597742009,1.28822424450157,1.40720975950429,1.39285216408586,1.70538786401503,1.66645006244595,1.43333753352974,1.48956965543351,1.17838479264667,1.52627064255665,1.88559928074738,1.48548395988791,1.41765390587829
"910",1.36942843558002,1.20650862325204,1.45874371243396,1.27362752044088,1.40789394748138,1.40013895869651,1.68675413584192,1.65895396698864,1.4159988549639,1.48510866140518,1.17260228736821,1.51508130605218,1.85508564597817,1.47992037162248,1.42667448299475
"911",1.37200824472284,1.21177620550224,1.46014786655299,1.27019293053466,1.40164235770594,1.41338788044789,1.66572004039278,1.63607071752416,1.41529323650492,1.4780665977457,1.1618376856791,1.50652064393427,1.82573660237377,1.46350960337404,1.43460516080024
"912",1.37254451267329,1.21967121703955,1.46093810522353,1.26524826487886,1.39179612826961,1.42533379844494,1.64941941517172,1.62196930398578,1.4238793473264,1.46496974076452,1.15283385001631,1.50157963328095,1.80103153018084,1.44629883664478,1.44958829158463
"913",1.37329581432365,1.22316426100753,1.45948975090369,1.26121299634953,1.37896359502487,1.43661463497871,1.63019408800748,1.61480330214791,1.43667948106895,1.46019142206626,1.14277881434142,1.50123948594037,1.78297126346463,1.43408738619903,1.45585653119146
"914",1.37366227382952,1.22646636909202,1.45809602515561,1.26040686757389,1.3669275179146,1.44385911228531,1.62361071396262,1.61271329214784,1.45154531398406,1.45973913344987,1.13755157699683,1.50514462400764,1.77415198855859,1.42365092713564,1.45769157009543
"915",1.37483408734366,1.22977424214562,1.45494229065523,1.25837668489458,1.35634352120915,1.44899760174266,1.62138855700587,1.61181616132533,1.47087338050697,1.45973635932799,1.13876152278942,1.51167941843425,1.77133190530576,1.41845657529505,1.45533601131943
"916",1.37884255329855,1.22953636164955,1.45302229231504,1.25878409061379,1.35195221844746,1.44958953408015,1.62087635661232,1.61322207154379,1.49422967527641,1.45983032440467,1.14177959807556,1.52205885901415,1.77648628305972,1.41861165934667,1.45483519229125
"917",1.38421565936905,1.22809746467877,1.45190613732014,1.26172248079291,1.35335641280951,1.44474283557524,1.62116188997138,1.61744537485896,1.51328869181907,1.45989184013004,1.14519343300122,1.53146192292635,1.78976431849726,1.42287760796796,1.45656089357055
"918",1.39779059411443,1.22294048117744,1.45632375270735,1.26962033300804,1.36465574442594,1.43822507711946,1.62109316607715,1.62117774627508,1.52821446752291,1.45851553454822,1.14744495020601,1.52737886732767,1.80514132421489,1.42989468663905,1.46075459410623
"919",1.4088266125983,1.21746942125329,1.45862955303227,1.27540077511667,1.36966420039524,1.43491108612179,1.62055604629533,1.62579884599352,1.52800741482003,1.45464876291031,1.14900588888991,1.52560423114224,1.82008314683531,1.43626216745805,1.45970720934136
"920",1.41837775369157,1.21351202477215,1.44876847026094,1.2711454220089,1.35643794289624,1.43569642835667,1.61946543280305,1.62497851977391,1.52947817910654,1.45494773896277,1.14845367838606,1.53161650511027,1.8249324962762,1.43761457468583,1.45425167761459
"921",1.41477789408019,1.21701993456439,1.42116333900098,1.26156391703518,1.33252970083098,1.44051776518343,1.61347470747932,1.61580416770513,1.53361119958335,1.45546878735986,1.14752111893283,1.543158156253,1.82277449821494,1.43300828735794,1.44870201743866
"922",1.40623024168464,1.22631378154844,1.4069577094133,1.25232102824956,1.30519234871084,1.45098815393782,1.61160596282957,1.60128141171149,1.54455850243434,1.45366522864048,1.14503769620843,1.55473890267234,1.81418681148649,1.42248795382833,1.44111356559616
"923",1.40694349213188,1.23554502721626,1.39479982802829,1.2438445835953,1.27159607181914,1.46318867801694,1.60895554534235,1.58693421669117,1.55524072695106,1.45464541620678,1.14176409060042,1.55941065239229,1.81113560470567,1.41691310939946,1.43878066246976
"924",1.41174233580299,1.2394415617556,1.37875429881683,1.23423896416157,1.24843206470803,1.47732783422219,1.60883338322687,1.57339112325219,1.56078364117464,1.4578156086577,1.14930034493266,1.56310715766211,1.81107696087329,1.40974811169772,1.43910866104034
